21031,a,0.52,-0.05,0.66
21171,a,0.91,-0.14,-0.75
21468,a,0.73,-0.08,0.63
21687,b,1006.85,,
21796,a,0.9,0.0,0.48
21890,a,0.92,-0.02,0.52
22171,a,1.11,0.18,0.66
22468,a,0.83,-0.14,0.54
22750,a,0.73,-0.59,0.51
22937,a,0.44,-0.52,0.87
23171,a,0.45,-0.58,0.94
23468,a,0.18,-0.74,0.75
23656,a,0.0,-0.47,0.69
23890,a,0.13,-0.19,0.97
24187,b,1006.86,,
24421,a,-0.23,-0.62,0.65
24656,a,-0.11,-0.72,0.41
24890,a,-0.13,-0.47,0.46
25031,a,-0.24,-0.84,0.47
25281,a,-0.22,-0.88,0.33
25328,a,-0.21,-0.89,0.32
25375,a,-0.25,-0.89,0.32
25421,a,-0.22,-0.89,0.31
25468,a,-0.24,-0.88,0.35
25515,a,-0.26,-0.85,0.31
25562,a,-0.28,-0.87,0.38
26421,a,-0.26,-0.87,0.33
27171,a,-0.29,-0.86,0.33
27187,b,1006.82,,
27187,t,25.781,,
27187,l,0.64,,
27187,h,99.99,,
27234,a,-0.29,-0.87,0.32
27281,a,-0.28,-0.87,0.32
27421,a,-0.29,-0.89,0.32
27656,a,-0.29,-0.87,0.32
27890,a,-0.29,-0.88,0.33
28031,a,-0.29,-0.88,0.31
28171,a,-0.34,-0.87,0.31
28281,a,-0.38,-0.89,0.28
28515,a,-0.33,-0.81,0.31
28796,a,-0.43,-0.67,0.59
28890,a,-0.39,-0.52,0.73
29171,a,-0.39,-0.13,0.87
29421,a,-0.35,-0.04,0.88
29562,a,-0.38,-0.03,0.94
29609,a,-0.4,-0.04,0.91
29656,a,-0.43,-0.04,0.87
29687,b,1006.84,,
29703,a,-0.41,-0.04,0.87
29937,a,-0.42,-0.05,0.92
30656,a,-0.42,-0.11,0.88
30687,b,1006.86,,
30703,a,-0.43,-0.11,0.88
30750,a,-0.44,-0.11,0.87
30937,a,-0.45,-0.1,0.88
31171,a,-0.45,-0.1,0.86
31281,a,-0.5,-0.12,0.85
31562,a,-0.55,-0.43,0.6
31796,a,-0.76,-0.54,0.52
32031,a,-0.53,-0.49,0.32
32281,a,-0.99,-0.44,0.12
32562,a,-0.93,-0.22,-0.01
32609,a,-0.95,-0.23,-0.02
32656,a,-0.93,-0.1,-0.28
32703,a,-0.92,-0.18,-0.22
32890,a,-0.93,-0.03,-0.31
32984,a,-0.94,-0.01,-0.33
33031,a,-0.91,0.0,-0.34
33078,a,-0.91,-0.01,-0.35
33171,a,-0.88,0.03,-0.39
33281,a,-0.83,0.08,-0.51
33515,a,-0.93,0.04,-0.26
33843,a,-0.91,-0.23,-0.29
34078,a,-0.91,-0.24,-0.23
34328,a,-0.92,-0.26,-0.25
34562,a,-0.84,-0.26,-0.13
34796,a,-0.81,-0.5,-0.19
34984,a,-0.85,-0.37,-0.28
35031,a,-0.82,-0.38,-0.2
35187,b,1006.74,,
35421,a,-0.73,-0.49,-0.13
35656,a,-0.86,-0.52,-0.25
35796,a,-0.92,-0.38,-0.25
35937,a,-1.05,0.0,0.0
36031,a,-0.98,-0.18,0.23
36171,a,-0.89,-0.26,0.57
36421,a,-0.46,-0.11,0.9
36656,a,-0.55,-0.07,0.96
36796,a,-0.67,0.03,0.82
36890,a,-0.75,0.0,0.72
37031,a,-0.59,0.15,0.93
37328,a,-0.38,-0.18,0.92
37515,a,-0.27,-0.26,0.76
37796,a,-0.27,-0.57,0.76
38031,a,-0.41,-0.32,0.93
38281,a,-0.23,0.05,0.87
38562,a,-0.22,0.14,0.97
38656,a,-0.2,0.18,0.92
38984,a,-0.03,0.13,0.98
39171,a,-0.16,0.28,1.01
39562,a,0.21,0.42,0.78
39703,a,0.25,0.27,0.92
39937,a,0.22,0.32,0.94
40171,a,0.1,0.24,1.05
40421,a,0.1,0.55,0.84
40656,a,-0.02,0.58,0.66
40937,a,0.02,0.62,0.83
40984,a,0.0,0.63,0.83
41234,a,-0.22,0.48,0.93
41468,a,-0.16,0.42,0.89
41687,b,1006.83,,
41937,a,0.07,0.12,1.0
42031,a,0.16,0.08,0.95
42171,a,0.41,-0.07,0.99
42281,a,0.28,-0.19,0.98
42421,a,-0.07,-0.31,1.02
42687,b,1006.8,,
42890,a,0.06,-0.21,1.02
43031,a,-0.16,-0.03,0.89
43171,a,-0.1,0.29,0.73
43281,a,0.16,0.54,0.64
43421,a,-0.05,0.68,0.94
43515,a,-0.2,0.6,0.67
43656,a,-0.25,0.71,0.57
43890,a,0.1,0.74,0.12
44031,a,-0.08,0.88,0.23
44171,a,-0.18,1.06,0.3
44281,a,-0.16,0.96,0.29
44421,a,-0.24,0.93,0.33
44687,b,1006.75,,
44703,a,0.02,0.97,0.69
44750,a,-0.41,0.35,0.78
44796,a,0.0,0.56,0.76
44937,a,0.19,0.95,0.39
45171,a,0.2,0.72,0.39
45281,a,0.56,1.39,-0.1
45421,a,0.42,0.86,-0.26
45562,a,0.41,0.92,-0.11
45687,b,1006.77,,
45937,a,0.26,1.0,0.02
46328,a,0.39,1.02,0.0
46562,a,0.03,1.02,-0.04
46843,a,0.12,0.99,-0.36
47031,a,0.32,0.92,-0.35
47328,a,0.28,0.79,-0.06
47515,a,0.32,0.87,0.39
47609,a,0.44,0.65,0.49
47656,a,0.27,0.69,0.86
47687,b,1006.8,,
47703,a,0.32,0.51,0.71
47750,a,0.21,0.7,0.87
48171,a,0.27,0.4,0.93
48187,b,1006.79,,
48281,a,0.43,0.33,0.85
48421,a,0.27,0.25,1.04
48515,a,0.41,0.38,0.77
48656,a,0.33,0.21,0.77
48796,a,0.4,0.28,0.96
48890,a,0.49,0.44,1.06
49031,a,0.56,0.39,0.72
49281,a,0.79,0.58,0.51
49421,a,0.7,0.62,0.1
49515,a,0.71,0.63,-0.56
49843,a,0.57,0.85,0.0
50078,a,0.54,0.95,0.17
50171,a,0.45,0.77,0.18
50281,a,0.4,0.67,0.9
50328,a,0.61,0.75,0.67
50375,a,0.63,0.54,0.54
50421,a,0.69,0.16,0.62
50468,a,0.88,0.22,0.39
50687,b,1006.76,,
50750,a,0.87,-0.25,0.33
50796,a,0.74,-0.34,0.34
51125,a,0.32,0.94,0.4
51328,a,0.17,0.85,0.12
51562,a,-0.03,0.94,0.9
51796,a,-0.01,0.87,0.69
52031,a,-0.52,0.61,0.51
52125,a,-0.37,0.52,0.6
52171,a,-0.43,0.68,0.7
52187,b,1006.82,,
52187,t,26.218,,
52515,a,-0.19,0.76,0.7
52562,a,0.08,0.89,0.6
53078,a,0.02,0.91,0.63
53328,a,0.14,0.65,0.66
53562,a,0.3,0.58,0.74
53796,a,0.58,0.73,0.48
54031,a,0.6,0.38,0.68
54281,a,0.69,0.31,0.65
54421,a,0.71,0.19,0.82
54562,a,0.51,0.26,0.85
54656,a,-0.14,0.16,1.06
54796,a,-0.11,0.12,0.93
54890,a,-0.22,0.16,1.05
55031,a,-0.45,0.22,0.94
55328,a,-0.25,0.59,1.02
55515,a,-0.2,0.38,0.82
55656,a,0.07,0.31,0.84
55796,a,-0.08,0.33,0.87
55890,a,-0.02,0.37,0.91
56031,a,0.03,0.28,1.03
56328,a,0.1,0.25,0.94
56609,a,0.14,0.13,1.06
56796,a,0.0,-0.02,1.0
57031,a,0.03,0.04,0.89
57281,a,-0.13,0.36,0.98
57421,a,-0.09,0.29,0.95
57687,b,1006.81,,
57890,a,-0.08,0.24,1.14
58031,a,0.14,0.41,0.93
58171,a,0.45,0.59,0.46
58281,a,0.9,0.27,0.01
58421,a,1.0,0.13,-0.06
58515,a,0.99,0.12,-0.1
58656,a,1.02,0.03,-0.1
58796,a,1.04,0.02,-0.08
58890,a,1.04,0.02,-0.04
59187,b,1006.78,,
59421,a,0.35,0.09,0.98
59656,a,0.12,0.13,1.01
59796,a,0.11,0.11,0.99
59890,a,0.12,0.11,0.98
60031,a,0.09,0.1,1.01
60171,a,0.07,0.01,0.93
60421,a,-1.46,-0.45,0.96
60515,a,-0.91,0.2,0.14
60656,a,-1.01,0.19,0.0
60796,a,-0.96,0.18,-0.04
61031,a,-0.95,0.15,-0.12
61281,a,-0.94,0.16,-0.12
61515,a,-0.33,0.17,0.67
61796,a,0.77,0.16,0.74
62031,a,0.23,0.41,0.71
62171,a,0.28,0.48,0.76
62281,a,0.16,0.52,0.86
62421,a,0.17,0.58,0.72
62515,a,0.28,0.68,0.75
62656,a,0.48,0.61,0.78
62796,a,0.25,0.67,0.58
62890,a,0.55,0.94,0.41
63039,a,0.67,0.62,0.0
63281,a,0.43,0.21,-0.96
63562,a,0.58,0.23,-0.82
63796,a,0.5,0.41,-0.73
64031,a,0.62,0.51,-0.54
64171,a,0.87,0.61,-0.42
64281,a,0.91,0.62,-0.32
64421,a,0.61,0.94,-0.2
64687,b,1006.81,,
64984,a,0.55,1.01,0.65
65328,a,0.67,0.87,0.04
65515,a,0.7,0.71,0.19
65796,a,0.71,0.65,0.15
66031,a,0.68,0.71,0.06
67992,a,0.24,0.25,0.82
68085,a,0.23,0.61,0.96
68179,a,0.3,0.38,0.87
68289,a,0.19,0.34,0.97
68382,a,0.25,0.4,0.89
68523,a,0.26,0.2,0.93
68804,a,0.27,0.21,0.89
68898,a,0.19,0.29,1.0
69039,a,0.26,0.29,0.94
69179,a,0.21,0.26,0.9
69289,a,0.23,0.5,1.02
69429,a,0.34,0.18,0.89
69664,a,0.39,0.32,0.88
69804,a,0.35,0.39,0.84
69898,a,0.39,0.38,0.76
70039,a,0.38,0.44,0.92
70179,a,0.4,0.41,0.83
70289,a,0.36,0.42,0.9
70523,a,0.36,0.38,0.87
70945,a,0.38,0.46,0.83
70992,a,0.38,0.47,0.84
71132,a,0.33,0.49,0.64
71289,a,0.44,0.36,0.79
71429,a,0.56,-0.03,0.97
71523,a,0.54,0.06,0.84
71851,a,0.56,-0.21,0.46
72039,a,0.54,0.23,0.91
72335,a,0.7,0.0,1.26
72570,a,0.25,-0.09,1.23
72804,a,0.18,-0.02,0.89
73039,a,0.1,0.02,0.98
73335,a,0.42,0.18,0.97
73617,a,0.34,0.17,0.8
73664,a,0.27,0.2,0.91
73695,b,1006.72,,
73710,a,0.28,0.15,0.99
74132,a,0.21,0.02,0.99
75195,t,26.312,,
75195,l,190.24,,
75195,h,99.99,,
75382,a,0.1,-0.07,0.92
75664,a,-0.02,0.09,0.84
75945,a,0.0,-0.11,0.82
76179,a,0.1,-0.13,0.91
76476,a,0.14,-0.2,1.02
76664,a,0.08,-0.23,1.02
76898,a,0.07,-0.2,1.0
77195,b,1006.78,,
77429,a,0.27,-0.32,1.02
77523,a,0.22,-0.52,0.96
77898,a,0.16,-0.54,0.89
78039,a,0.08,-0.48,0.83
78179,a,-0.04,-0.54,0.92
78476,a,0.11,-0.44,0.87
78664,a,0.08,-0.47,0.87
78695,b,1006.78,,
78710,a,0.35,-0.45,0.73
78757,a,0.04,-0.44,0.82
78804,a,0.08,-0.52,0.86
78851,a,0.1,-0.53,0.82
78898,a,0.0,-0.49,0.93
79132,a,0.07,-0.53,0.78
79179,a,0.14,-0.49,0.83
79382,a,0.11,-0.48,0.85
79570,a,0.1,-0.5,0.84
79804,a,0.13,-0.49,0.86
80039,a,0.08,-0.56,0.82
80343,a,-0.05,-0.57,0.83
80531,a,-0.11,-0.55,0.82
80578,a,-0.17,-0.51,0.79
80625,a,-0.18,-0.52,0.81
80671,a,-0.27,-0.5,0.75
80695,b,1006.8,,
80718,a,-0.19,-0.56,0.82
80765,a,-0.18,-0.46,0.94
81203,b,1006.78,,
81203,t,26.312,,
81203,l,19.28,,
81203,h,99.99,,
81250,a,-0.18,-0.45,0.86
81296,a,-0.18,-0.49,0.86
81484,a,-0.22,-0.43,0.83
81671,a,-0.21,-0.48,0.83
81765,a,-0.26,-0.53,0.78
82046,a,-0.36,-0.39,0.85
82296,a,-0.28,-0.3,0.9
82578,a,-0.33,-0.2,0.86
82671,a,-0.34,-0.15,1.01
82765,a,-0.36,-0.15,0.91
82906,a,-0.17,-0.01,1.12
83140,a,-0.31,0.03,0.95
83390,a,-0.42,0.18,0.87
83531,a,-0.44,0.25,0.94
83812,a,-0.37,0.04,0.77
84046,a,-0.59,0.56,0.61
84140,a,-0.7,0.64,0.51
84437,a,-0.77,0.59,0.47
84484,a,-0.71,0.34,0.51
84531,a,-0.75,0.37,0.41
84578,a,-0.71,0.34,0.41
84625,a,-0.71,0.52,0.47
84671,a,-0.71,0.46,0.46
84703,b,1006.78,,
84906,a,-0.71,0.43,0.46
85437,a,-0.75,0.6,0.31
85703,b,1006.72,,
85812,a,-0.72,0.71,0.07
85859,a,-0.72,0.64,0.06
86484,a,-0.69,0.72,-0.19
86671,a,-0.62,0.59,-0.34
86953,a,-0.59,0.77,-0.32
87187,a,-0.46,0.72,0.26
87437,a,-0.33,-0.15,0.89
87578,a,-0.21,-0.14,1.01
87625,a,-0.21,-0.14,0.97
87671,a,-0.25,-0.21,0.94
88304,a,-0.21,0.03,0.66
88351,a,-0.07,-0.16,0.77
88398,a,-0.04,0.0,0.71
88679,a,0.54,0.58,0.9
88914,a,0.53,0.29,0.78
89148,a,0.54,0.4,0.76
89398,a,0.54,0.28,0.84
89539,a,0.61,0.05,0.77
89585,a,0.63,-0.03,0.65
89632,a,0.75,0.09,0.74
89679,a,0.73,0.19,0.64
90101,a,0.34,0.15,0.67
90148,a,0.46,0.26,0.79
90867,a,0.08,0.84,0.34
90914,a,0.06,0.98,0.2
90960,a,0.04,1.08,0.1
91101,a,0.12,0.85,-0.14
91304,a,0.26,1.14,-0.06
91539,a,0.07,0.89,-0.2
91820,a,0.07,0.88,-0.18
92054,a,0.4,1.06,-0.18
92304,a,0.64,1.0,-0.29
92539,a,0.51,0.85,-0.12
92820,a,0.45,0.81,-0.02
93054,a,0.43,0.88,0.04
93304,a,0.44,0.84,0.08
93539,a,0.46,0.83,0.14
93820,a,0.56,0.9,0.14
94054,a,0.49,0.83,0.12
94296,a,0.57,0.84,0.16
94390,a,0.57,0.8,0.13
94578,a,0.52,0.85,0.16
94671,a,0.49,0.86,0.14
94765,a,0.5,0.87,0.11
94906,a,0.47,0.9,0.06
95046,a,0.36,0.97,0.06
95187,a,0.41,0.94,-0.09
95304,a,0.36,0.91,-0.16
95398,a,0.41,1.02,-0.17
95445,a,0.44,0.99,-0.25
95492,a,0.38,0.81,-0.06
95539,a,0.44,0.86,0.0
95585,a,0.55,0.85,0.05
95632,a,0.55,0.76,0.05
95679,a,0.62,0.76,0.16
95820,a,0.86,0.84,0.08
95914,a,0.83,1.03,0.17
96054,a,0.73,0.64,0.11
96148,a,0.73,0.56,-0.03
96257,a,0.85,0.82,-0.05
96492,a,0.78,0.63,-0.02
96679,a,0.82,0.6,-0.12
96773,a,0.86,0.6,0.0
96914,a,0.89,0.53,-0.18
97007,a,0.83,0.55,-0.14
97304,a,0.76,0.52,-0.33
97539,a,0.86,0.31,-0.41
97679,a,0.75,0.45,-0.87
97820,a,0.57,0.73,-0.67
98148,a,0.72,0.71,-0.91
98304,a,0.99,0.61,-0.82
98398,a,1.08,0.0,-0.64
98679,a,0.78,0.69,-0.54
99007,a,0.69,0.33,-0.59
99195,a,0.72,0.42,-0.62
99398,a,0.62,0.17,-0.65
99632,a,0.65,0.33,-0.69
99773,a,0.74,0.59,-0.42
100101,a,0.63,0.62,-0.44
100304,a,0.71,0.69,-0.38
100585,a,0.53,0.72,-0.51
100773,a,0.68,0.72,-0.54
101054,a,-0.13,0.31,-0.94
101304,a,0.99,0.14,-1.15
101398,a,0.31,0.29,-0.76
101539,a,0.59,0.15,-0.42
101679,a,1.07,0.71,-0.53
101914,a,0.69,-0.16,-0.85
102148,a,1.17,0.19,-0.17
102304,a,0.77,0.02,0.09
102539,a,1.18,-0.17,0.05
102679,a,1.29,0.08,-0.26
102773,a,1.06,-0.14,-0.11
103054,a,0.9,-0.13,-0.03
103148,a,1.04,-0.33,-0.01
103398,a,0.93,-0.03,0.11
103539,a,1.04,-0.02,0.29
103773,a,0.86,0.14,0.43
104054,a,0.58,0.35,0.66
104148,a,0.76,0.43,0.51
104304,a,0.61,0.42,0.76
104585,a,0.34,0.18,0.71
104773,a,0.57,0.27,0.83
104914,a,0.76,0.21,1.24
105210,b,1006.78,,
105398,a,0.53,0.09,0.85
105539,a,0.52,0.12,0.85
105679,a,0.52,0.07,0.84
106054,a,0.53,0.06,0.87
106210,b,1006.75,,
106304,a,0.54,0.04,0.86
106398,a,0.54,0.06,0.85
106710,b,1006.78,,
106914,a,0.53,0.06,0.86
107054,a,0.54,0.06,0.86
107148,a,0.53,0.07,0.86
107304,a,0.54,0.06,0.85
107585,a,0.54,0.05,0.86
107632,a,0.54,0.06,0.86
107679,a,0.54,0.06,0.85
107710,b,1006.78,,
107726,a,0.54,0.06,0.86
107773,a,0.52,0.05,0.86
108210,t,26.343,,
108210,l,176.48,,
108445,a,0.55,0.06,0.85
108679,a,0.53,0.06,0.85
108914,a,0.54,0.05,0.86
109054,a,0.54,0.05,0.86
109304,a,0.53,0.05,0.86
109351,a,0.53,0.05,0.86
109398,a,0.54,0.06,0.86
109632,a,0.54,0.05,0.85
109820,a,0.54,0.06,0.86
109867,a,0.53,0.06,0.86
109914,a,0.54,0.05,0.86
109960,a,0.53,0.05,0.86
110007,a,0.53,0.06,0.86
110054,a,0.54,0.05,0.85
110195,a,0.54,0.06,0.85
110210,b,1006.72,,
110445,a,0.55,0.06,0.84
110679,a,0.53,0.04,0.87
110914,a,0.53,0.05,0.86
111148,a,0.54,0.06,0.86
111257,a,0.53,0.06,0.86
111585,a,0.54,0.04,0.85
111773,a,0.54,0.06,0.86
111914,a,0.54,0.07,0.85
112195,a,0.54,0.06,0.86
112398,a,0.54,0.05,0.85
112632,a,0.54,0.06,0.86
112679,a,0.54,0.05,0.86
112960,a,0.54,0.05,0.86
113148,a,0.53,0.06,0.86
113304,a,0.54,0.06,0.85
113585,a,0.55,0.07,0.85
113773,a,0.54,0.05,0.86
113914,a,0.54,0.06,0.85
114007,a,0.54,0.05,0.85
114210,b,1006.8,,
114257,a,0.54,0.06,0.86
114304,a,0.54,0.06,0.85
114351,a,0.54,0.06,0.85
114398,a,0.54,0.06,0.85
114445,a,0.54,0.06,0.85
114539,a,0.54,0.06,0.86
114773,a,0.54,0.06,0.85
114914,a,0.54,0.05,0.85
115054,a,0.54,0.06,0.85
115101,a,0.54,0.06,0.86
115351,a,0.54,0.06,0.85
115539,a,0.54,0.06,0.85
115820,a,0.54,0.06,0.85
115914,a,0.54,0.06,0.86
115960,a,0.54,0.06,0.85
116007,a,0.54,0.06,0.86
116054,a,0.54,0.06,0.86
116101,a,0.54,0.06,0.85
116148,a,0.54,0.06,0.86
117773,a,0.54,0.06,0.85
117820,a,0.55,0.05,0.85
117867,a,0.55,0.05,0.84
117914,a,0.53,0.1,0.86
117960,a,0.54,0.05,0.86
118054,a,0.53,0.07,0.86
118257,a,0.55,0.04,0.85
118585,a,0.52,0.06,0.85
118773,a,0.54,0.06,0.85
119007,a,0.55,0.06,0.85
119148,a,0.54,0.05,0.85
119445,a,0.54,0.06,0.86
119632,a,0.54,0.06,0.85
119820,a,0.55,0.06,0.85
119914,a,0.54,0.06,0.86
120195,a,0.54,0.07,0.85
120398,a,0.54,0.06,0.86
120539,a,0.54,0.07,0.85
120867,a,0.54,0.06,0.84
121007,a,0.55,0.06,0.85
121148,a,0.55,0.06,0.84
121445,a,0.55,0.04,0.85
121632,a,0.54,0.07,0.84
121773,a,0.55,0.05,0.84
121914,a,0.55,0.07,0.84
122195,a,0.55,0.06,0.84
122304,a,0.56,0.07,0.85
122351,a,0.55,0.07,0.85
122398,a,0.56,0.05,0.85
122445,a,0.56,0.05,0.85
122492,a,0.56,0.06,0.83
122710,b,1006.72,,
122914,a,0.56,0.06,0.84
123195,a,0.55,0.05,0.85
123445,a,0.56,0.06,0.84
123632,a,0.56,0.05,0.84
123914,a,0.56,0.06,0.85
124148,a,0.54,0.06,0.86
124257,a,0.53,0.04,0.85
124585,a,0.55,0.07,0.86
124773,a,0.55,0.05,0.84
124914,a,0.55,0.05,0.85
125007,a,0.55,0.05,0.85
125304,a,0.56,0.05,0.85
125539,a,0.55,0.04,0.85
125679,a,0.55,0.05,0.84
125960,a,0.55,0.06,0.84
126007,a,0.55,0.06,0.86
126054,a,0.55,0.05,0.84
126101,a,0.54,0.07,0.86
126148,a,0.55,0.06,0.85
126195,a,0.55,0.06,0.85
126257,a,0.56,0.05,0.85
126539,a,0.55,0.05,0.85
127007,a,0.55,0.04,0.84
127257,a,0.59,0.06,0.83
127398,a,0.54,0.07,0.85
127679,a,0.57,0.06,0.87
127914,a,0.56,0.04,0.85
127960,a,0.56,0.05,0.86
128007,a,0.54,0.05,0.85
128054,a,0.55,0.05,0.87
128101,a,0.54,0.06,0.84
128148,a,0.55,0.06,0.85
128257,a,0.55,0.05,0.84
128539,a,0.56,0.05,0.85
128820,a,0.56,0.06,0.84
129007,a,0.54,0.05,0.84
129148,a,0.55,0.05,0.85
129445,a,0.55,0.05,0.84
131492,a,0.48,0.09,0.86
131585,a,0.6,0.0,0.84
131867,a,0.49,0.04,0.88
132054,a,0.58,0.06,0.83
132257,a,0.54,0.03,0.85
132445,a,0.56,0.03,0.85
132710,b,1006.72,,
132914,a,0.55,0.05,0.85
133101,a,0.55,0.04,0.85
133351,a,0.55,0.04,0.85
133539,a,0.55,0.02,0.86
133679,a,0.55,0.03,0.85
133710,b,1006.69,,
133773,a,0.55,0.04,0.86
133820,a,0.55,0.04,0.85
133867,a,0.55,0.04,0.85
133914,a,0.55,0.05,0.84
133960,a,0.55,0.05,0.84
134148,a,0.55,0.05,0.85
134773,a,0.55,0.04,0.84
134820,a,0.55,0.04,0.85
134914,a,0.55,0.03,0.85
135054,a,0.56,0.04,0.84
135304,a,0.55,0.05,0.84
135539,a,0.56,0.04,0.85
135632,a,0.55,0.06,0.86
135960,a,0.54,0.03,0.86
136148,a,0.53,0.06,0.86
136304,a,0.55,0.03,0.84
136585,a,0.55,0.04,0.85
136773,a,0.55,0.04,0.84
136914,a,0.55,0.04,0.85
137195,a,0.55,0.03,0.85
137398,a,0.55,0.04,0.85
137539,a,0.55,0.03,0.84
137820,a,0.55,0.04,0.84
138054,a,0.55,0.03,0.84
138148,a,0.55,0.04,0.85
138195,a,0.55,0.04,0.85
138210,b,1006.77,,
138210,t,26.375,,
138210,l,170.8,,
138257,a,0.55,0.04,0.85
138304,a,0.55,0.03,0.85
138632,a,0.55,0.03,0.85
138679,a,0.55,0.04,0.84
138710,b,1006.72,,
138726,a,0.55,0.04,0.85
138773,a,0.55,0.03,0.85
138820,a,0.55,0.03,0.85
139101,a,0.55,0.03,0.85
139148,a,0.55,0.04,0.84
139304,a,0.55,0.03,0.85
139539,a,0.55,0.03,0.85
139679,a,0.55,0.04,0.84
139960,a,0.55,0.04,0.85
140148,a,0.55,0.04,0.85
140351,a,0.55,0.03,0.85
140585,a,0.55,0.03,0.85
140773,a,0.55,0.03,0.84
140914,a,0.55,0.04,0.85
141195,a,0.55,0.04,0.85
141398,a,0.55,0.04,0.85
141539,a,0.55,0.03,0.85
141820,a,0.55,0.04,0.85
142101,a,0.55,0.04,0.85
142148,a,0.55,0.04,0.85
142445,a,0.55,0.04,0.85
142679,a,0.55,0.03,0.85
142773,a,0.55,0.04,0.85
143101,a,0.55,0.04,0.85
143304,a,0.55,0.04,0.85
143398,a,0.54,0.03,0.85
143539,a,0.55,0.03,0.85
143585,a,0.56,0.03,0.85
143632,a,0.55,0.03,0.85
143679,a,0.55,0.03,0.86
143710,b,1006.77,,
143726,a,0.55,0.03,0.85
144210,b,1006.69,,
144210,t,26.406,,
144304,a,0.55,0.04,0.85
144539,a,0.55,0.04,0.85
144820,a,0.55,0.03,0.85
145054,a,0.55,0.04,0.85
145148,a,0.55,0.04,0.85
145304,a,0.55,0.03,0.85
145351,a,0.55,0.03,0.85
145398,a,0.55,0.03,0.85
145445,a,0.55,0.04,0.85
145492,a,0.55,0.03,0.85
145539,a,0.55,0.03,0.85
145585,a,0.56,0.04,0.85
145679,a,0.55,0.04,0.85
145960,a,0.55,0.04,0.86
146148,a,0.55,0.03,0.85
146257,a,0.55,0.04,0.86
146445,a,0.55,0.04,0.85
146679,a,0.55,0.04,0.84
146914,a,0.55,0.04,0.85
147007,a,0.55,0.04,0.85
147304,a,0.55,0.03,0.86
147351,a,0.55,0.03,0.85
147398,a,0.54,0.04,0.85
147445,a,0.55,0.04,0.85
147492,a,0.55,0.04,0.85
147539,a,0.55,0.03,0.85
147679,a,0.55,0.04,0.84
148054,a,0.55,0.04,0.85
148148,a,0.54,0.04,0.86
148257,a,0.55,0.04,0.85
148304,a,0.55,0.04,0.85
148351,a,0.55,0.03,0.85
148398,a,0.55,0.03,0.85
148445,a,0.55,0.04,0.85
148492,a,0.55,0.03,0.85
148679,a,0.55,0.03,0.85
148960,a,0.55,0.04,0.85
149148,a,0.55,0.03,0.85
149304,a,0.55,0.03,0.85
149445,a,0.55,0.04,0.85
149492,a,0.55,0.03,0.85
149539,a,0.55,0.04,0.84
149585,a,0.55,0.03,0.85
149632,a,0.55,0.03,0.86
149679,a,0.54,0.03,0.85
150007,a,0.55,0.03,0.85
150054,a,0.54,0.03,0.85
150195,a,0.54,0.04,0.85
150351,a,0.55,0.04,0.85
150398,a,0.55,0.03,0.85
150445,a,0.55,0.03,0.84
150492,a,0.55,0.03,0.85
150539,a,0.55,0.04,0.85
150820,a,0.55,0.05,0.84
150960,a,0.55,0.03,0.85
151007,a,0.54,0.04,0.86
151304,a,0.55,0.02,0.84
151539,a,0.54,0.03,0.84
151773,a,0.54,0.02,0.84
151914,a,0.54,0.05,0.85
152195,a,0.55,0.04,0.85
152398,a,0.55,0.03,0.84
154492,a,0.55,0.04,0.84
154585,a,0.56,0.03,0.84
154632,a,0.55,0.04,0.85
154960,a,0.54,0.05,0.85
155148,a,0.56,0.05,0.84
155304,a,0.54,0.04,0.86
155585,a,0.55,0.04,0.84
155867,a,0.55,0.04,0.85
156007,a,0.55,0.04,0.84
156304,a,0.55,0.04,0.85
156398,a,0.55,0.04,0.85
156539,a,0.55,0.04,0.85
156820,a,0.56,0.03,0.85
157007,a,0.55,0.03,0.85
157148,a,0.55,0.05,0.84
157351,a,0.55,0.05,0.84
157398,a,0.55,0.04,0.84
157445,a,0.55,0.04,0.85
157492,a,0.55,0.03,0.85
